book_name,status,is_ebook
General Chemistry 145 lab manual AY22,Completed - 04 Dis: Need proof of purchase from student,False
General Chemistry 145 lab manual AY22,Completed - 04 Dis: Need proof of purchase from student,False
General Chemistry 145 lab manual AY22,Completed - 04 Dis: Need proof of purchase from student,False
General Chemistry 145 lab manual AY22,Completed - 04 Dis: Need proof of purchase from student,False
General Chemistry 145 lab manual AY22,Completed - 04 Dis: Need proof of purchase from student,False
Salt to the Sea,Completed - 04 Dis: Complete (Available at Bookshare.org),False
General Chemistry 145 lab manual AY22,Completed - 04 Dis: Need proof of purchase from student,False
Ghost Boys,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"World Politics Interests, Interactions, Institutions",Completed - 04 Dis: Need proof of purchase from student,False
Essentials of Contemporary Management,Completed - 04 Dis: Need proof of purchase from student,False
Exploring the Hospitality Industry [RENTAL EDITION],Completed - 04 Dis: Need proof of purchase from student,False
Vistas 6e SELL 1-10 + SSPLUS 12m + wSAM,Completed - 04 Dis: Need proof of purchase from student,False
Introduction to Geospatial Technologies,Completed - 04 Dis: Need proof of purchase from student,False
How Humans Evolved (Ninth Edition),Completed - 04 Dis: Complete (Available at Bookshare.org),False
CliftonStrengths for Students Access Code (CODESQAC),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
InteDashboard (6-month license for unlimited courses),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,False
Visualizing Human Geography,Completed - 04 Dis: Need proof of purchase from student,False
Introducing Physical Geography,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Madhouse Effect,Completed - 04 Dis: Need proof of purchase from student,False
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
World War II: A Very Short Introduction,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The First World War: A Very Short Introduction,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Organizational Behavior Managing People and Organizations,Completed - 04 Dis: Need proof of purchase from student,False
"White War, Black Soldiers",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Miami OH: Loose Leaf Marketing the Core; Connect Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Scythe,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,False
Chopsticks,Hold: Supervisor Needs to Review,False
Long Way Down,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Cengage Unlimited 4 months Access Code,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Writing Science How to Write Papers That Get Cited and Proposals That Get Funded,Completed - 00 Order Fullfilled,False
Professional Nursing: Concepts & Challenges,Completed - 00 Order Fullfilled,False
Reimagining Special Education,Completed - 04 Dis: Need proof of purchase from student,False
Reimagining Special Education,Completed - 04 Dis: Need proof of purchase from student,False
Addiction Treatment,Completed - 04 Dis: Complete (Available at Bookshare.org),False
An Introduction To Music Technology,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Collective Action and the Civil Rights Movement,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Motor Learning and Performance,Completed - 04 Dis: Need proof of purchase from student,False
ENVIRONMENTAL GEOLOGY,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition,Completed - 04 Dis: Need proof of purchase from student,False
Miami University OH - Connect AC Human Biology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Top Hat 4 Month Subscription,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
From #blacklivesmatter to Black Liberation: Expanded Second Edition,Completed - 00 Order Fullfilled,False
Developmental Biology,Completed - 00 Order Fullfilled,False
Introduction to Software Testing,Completed - 00 Order Fullfilled,False
The Walking Dead 1: Days Gone Bye,Completed - 00 Order Fullfilled,False
Thinking: A Memoir,Completed - 00 Order Fullfilled,False
Foundations of Global Health An Interdisciplinary Reader,Completed - 00 Order Fullfilled,False
World Music : Traditions and Transformations,Completed - 00 Order Fullfilled,False
Assessment in Early Childhood Education,Completed - 00 Order Fullfilled,False
Teacher Leadership for the 21st Century,Completed - 00 Order Fullfilled,False
"Walled States, Waning Sovereignty",Completed - 00 Order Fullfilled,False
"Facetas, 5th Edition Student Textbook & Media Code",Completed - 04 Dis: Need proof of purchase from student,False
A SMARTER WAY TO LEARN JAVASCRIPT:THE NEW APPROACH THAT USES TECHNOLOGY TO CUT Y,Completed - 00 Order Fullfilled,False
ESP 101,Completed - 00 Order Fullfilled,False
A Smarter Way to Learn Python,Completed - 00 Order Fullfilled,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 00 Order Fullfilled,False
Fashion and Cultural Studies,Completed - 04 Dis: Need proof of purchase from student,False
"The Visible Self Global Perspectives on Dress, Culture and Society",Completed - 04 Dis: Need proof of purchase from student,False
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,False
FASHION BY DESIGN,Completed - 04 Dis: Need proof of purchase from student,False
Powerful Social Studies for Elementary Students,Completed - 00 Order Fullfilled,False
Essential Cell Biology,Completed - 00 Order Fullfilled,False
Ecology: Concepts and Applications,Completed - 00 Order Fullfilled,False
Spectacular Things Happen Along the Way,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 00 Order Fullfilled,False
Teacher Leadership for the 21st Century,Completed - 04 Dis: Need proof of purchase from student,False
Teacher Leadership for the 21st Century,Completed - 04 Dis: Need proof of purchase from student,False
THE LITTLE BOOK OF STRATEGIC PEACEBUILDING,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Introduction to Physical Hydrology,Completed - 00 Order Fullfilled,False
"Organic Chemistry Lab Manual AY22, CHM245",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"Organic Chemistry Lab Manual AY22, CHM245",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
The Unwomanly Face of War An Oral History of Women in World War II,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Miami OH: Loose Leaf Marketing the Core; Connect Access Card,Completed - 04 Dis: Need proof of purchase from student,False
Connect Master Principles of Economics 1-Semester Online Access,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Abnormal Psychology,Completed - 00 Order Fullfilled,False
Loose-Leaf Version for Genetics: A Conceptual Approach & Achieve for Genetics: A Conceptual Approach (1-Term Access),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Loose-leaf for Social Psychology,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Religions of Rome,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Nutrition Therapy and Pathophysiology Book Only,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Multiplication Is for White People,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Top Hat 4 Month Subscription,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Miami University OH - Connect AC Human Biology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Achieve for Principles of Microeconomics (1-Term Access) for Miami University,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"The Craft of Research, Fourth Edition (Chicago Guides to Writing, Editing, and Publishing)",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Religions of Rome,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Ancient Greek Religion : A Sourcebook,Completed - 04 Dis: Need proof of purchase from student,False
Graphic Design,Completed - 04 Dis: Complete (Available at Bookshare.org),False
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,False
The Dream-Keepers Successful Teachers of African American Children,Completed - 00 Order Fullfilled,False
McKenzie's An Introduction to Community & Public Health,Completed - 04 Dis: Complete (Available at Bookshare.org),False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
My Body Politic,Completed - 04 Dis: Complete (Available at Bookshare.org),False
HTML and CSS Visual QuickStart Guide,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Global Aging,Completed - 04 Dis: Need proof of purchase from student,False
Microbiology: A Systems Approach,Completed - 00 Order Fullfilled,False
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Need proof of purchase from student,False
LaunchPad for Media & Culture (1-Term Access) An Introduction to Mass Communication,Completed - 04 Dis: Need proof of purchase from student,False
World Architecture: A Cross-Cultural History,Completed - 04 Dis: Complete (Available at Bookshare.org),False
World Architecture: A Cross-Cultural History,Completed - 04 Dis: Complete (Available at Bookshare.org),False
RHETORICAL ANALYSIS,Completed - 04 Dis: Need proof of purchase from student,False
Imagined Communities,Completed - 00 Order Fullfilled,False
B?la Bal?zs,Completed - 00 Order Fullfilled,False
Public Relations Campaigns,Completed - 04 Dis: Complete (Available at Bookshare.org),False
You Majored in What? : Designing Your Path from Chaos to Career : Revised & Updated (RED),Completed - 00 Order Fullfilled,False
Developing the Public Relations Campaign : A Team-Based Approach,Completed - 04 Dis: Complete (Available at Bookshare.org),False
A Student's Guide to Political Philosophy,Completed - 00 Order Fullfilled,False
Chop Wood Carry Water,Completed - 00 Order Fullfilled,False
The Sociology of Work Structures and Inequalities,Completed - 01 Prep: Need to Scan - unavailable,False
Real Stats Using Econometrics for Political Science and Public Policy,Completed - 01 Prep: Need to Scan - unavailable,False
Workplace Writing: A Handbook for Common Workplace Genres and Professional Writing.,Completed - 00 Order Fullfilled,False
Workplace Writing: A Handbook for Common Workplace Genres and Professional Writing.,Completed - 00 Order Fullfilled,False
Workplace Writing: A Handbook for Common Workplace Genres and Professional Writing.,Completed - 00 Order Fullfilled,False
Workplace Writing: A Handbook for Common Workplace Genres and Professional Writing.,Completed - 00 Order Fullfilled,False
"The Unfinished Revolution Coming of Age in a New Era of Gender, Work, and Family",Completed - 04 Dis: Need proof of purchase from student,False
Strategic Sport Communication,Completed - 00 Order Fullfilled,False
Financial Capability and Asset Building in Vulnerable Households Theory and Practice,Completed - 04 Dis: Need proof of purchase from student,False
The Classical Music Book,Completed - 04 Dis: Need proof of purchase from student,False
Critical Youth Studies Reader,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Aural Rehabilitation,Completed - 04 Dis: Need proof of purchase from student,False
QBQ!,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Whistling Vivaldi: How Stereotypes Affect Us and What We Can Do,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Lewis's Medical-Surgical Nursing: Assessment and Management of Clinical Problems, Single Volume 11th Edition",Completed - 04 Dis: Need proof of purchase from student,False
"Prioritization, Delegation, and Assignment: Practice Exercises for the NCLEX-RN? Examination",Completed - 04 Dis: Need proof of purchase from student,False
"Lewis's Medical-Surgical Nursing: Assessment and Management of Clinical Problems, Single Volume 11th Edition",Completed - 04 Dis: Need proof of purchase from student,False
Strategic Sport Communication,Completed - 04 Dis: Need proof of purchase from student,False
Principles of American Journalism: An Introduction,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Relaxation & Stress Reduction Workbook,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,False
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Business Statistics Student Value Edition Plus MyLab Statistics with Pearson eText,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Business Statistics Plus MyLab Statistics with Pearson eText -- Access Card Package,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
Loose Leaf for M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,False
Big Java Late Objects,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Achieve for Biochemistry: A Short Course (1-Term Access),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Circuit Analysis and Design,Completed - 00 Order Fullfilled,False
Circuit Analysis and Design,Completed - 00 Order Fullfilled,False
"Get Fit, Stay Fit",Completed - 04 Dis: Need proof of purchase from student,False
Forallx An introduction to formal logic,Completed - 00 Order Fullfilled,False
A Smarter Way to Learn Python,Completed - 00 Order Fullfilled,False
Best Practice for Youth Sport,Completed - 04 Dis: Need proof of purchase from student,False
"Marriages, families, and relationships: Making choices in a diverse society,",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Peak,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Administration & Governance in Global Sport Business,Completed - 04 Dis: Need proof of purchase from student,False
Sport Facility  &  Event Management,Completed - 04 Dis: Need proof of purchase from student,False
Strategic Sport Communication,Completed - 04 Dis: Need proof of purchase from student,False
The Relaxation & Stress Reduction Workbook,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Custom WebAssign for Tussy/Gustafason Elementary and Intermediate Algebra,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
LaunchPad for Media & Culture (1-Term Access) An Introduction to Mass Communication,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
BIO/MBI 116 Laboratory Manual and Online Course,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Modified Mastering Biology with Pearson eText -- Access Card -- for Campbell Biology (18-Weeks),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Traditions & Encounters Volume 1 From the Beginning to 1500,Completed - 04 Dis: Need proof of purchase from student,False
Introduction to Social Work Through the Eyes of Practice Settings,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition,Completed - 00 Order Fullfilled,False
"Marriages, Families, and Relationships: Making Choices in a Diverse Society",Completed - 04 Dis: Complete (Available at Bookshare.org),False
SOCIOLOGY BRIEF INTRO,Completed - 00 Order Fullfilled,False
Contemporary Sport Management,Completed - 04 Dis: Need proof of purchase from student,False
Lab Manual for Human Biology,Completed - 04 Dis: Need proof of purchase from student,False
Critical Literacy Across the  K-6 Curriculum,Completed - 04 Dis: Need proof of purchase from student,False
Loose-Leaf for Essentials of Investments,Completed - 04 Dis: Need proof of purchase from student,False
Psychiatric Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Mastering Chemistry with eText Stand Alone Access Card for Chemistry: The Central Science for [MIAMI UNIVERSITY OXFORD],Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
The Geek's Chihuahua,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition,Completed - 04 Dis: Need proof of purchase from student,False
Essentials of Materials Science and Engineering,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Ugly American,Completed - 00 Order Fullfilled,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 00 Order Fullfilled,False
Global Popular Music,Completed - 00 Order Fullfilled,False
Accounting Information Systems,Completed - 00 Order Fullfilled,False
General Chemistry Lab Manual AY22,Completed - 00 Order Fullfilled,False
Environmental Hazards: Assessing Risk and Reducing Disaster,Completed - 00 Order Fullfilled,False
"Introduction to Chemical Engineering: Tools for Today and Tomorrow, 5th Edition",Completed - 00 Order Fullfilled,False
Art History Vol 1,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Traditions & Encounters Volume 1 From the Beginning to 1500,Completed - 00 Order Fullfilled,False
Living Ethics An Introduction with Readings,Completed - 04 Dis: Complete (Available at Bookshare.org),False
General Chemistry Lab Manual AY22,Completed - 00 Order Fullfilled,False
The Good Earth: Introduction to Earth Science,Completed - 00 Order Fullfilled,False
Art History Vol 2,Completed - 00 Order Fullfilled,False
"Archaeology Essentials Theories, Methods, and Practice",Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition,Completed - 00 Order Fullfilled,False
Fundamentals Of Nursing,Completed - 00 Order Fullfilled,False
Collaborative Teaming,Completed - 04 Dis: Need proof of purchase from student,False
Biopsychology,Completed - 04 Dis: Need proof of purchase from student,False
Physics for Scientists and Engineers: A Strategic Approach with Modern Physics,Completed - 04 Dis: Need proof of purchase from student,False
The Non-Designer's Design Book,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Non-Designer's Design Book,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Facetas, 5th Edition Student Textbook & Media Code",Completed - 00 Order Fullfilled,False
Circuit Analysis 1 - Miami University  (NON-RETURNABLE ITEM),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
The Non-Designer's Design Book,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Ancient Cahokia and the Mississippians,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Publication Manual of the American Psychological Association,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Anthro-Vision A New Way to See in Business and Life,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Land of Open Graves,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Utopia,Completed - 04 Dis: Complete (Available at Bookshare.org),False
A Short History of the Renaissance in Europe,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Public Relations Campaigns,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Developing the Public Relations Campaign : A Team-Based Approach,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Public Speaking An Audience-Centered Approach [RENTAL EDITION],Completed - 04 Dis: Need proof of purchase from student,False
Anthropology What Does it Mean to Be Human?,Completed - 04 Dis: Need proof of purchase from student,False
"Empire of Liberty A History of the Early Republic, 1789-1815",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition,Completed - 04 Dis: Need proof of purchase from student,False
"Prioritization, Delegation, and Assignment: Practice Exercises for the NCLEX-RN? Examination",Completed - 04 Dis: Need proof of purchase from student,False
Classrooms That Work They Can All Read and Write,Completed - 04 Dis: Need proof of purchase from student,False
Selling: Building Partnerships,Completed - 04 Dis: Need proof of purchase from student,False
Visualization and Engineering Design Graphics With Augmented Reality,Completed - 00 Order Fullfilled,False
Lifespan Development,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Non-Designer's Design Book,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Communication Sciences and Disorders: From Science to Clinical Practice,Completed - 00 Order Fullfilled,False
"Foundations of Speech and Hearing: Anatomy and Physiology, Second Edition",Completed - 00 Order Fullfilled,False
Psychopathology: Foundations for a contemporary understanding,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Musicians Guide to Theory and Analysis (Loose-leaf w/ print workbook & the anthology),Completed - 04 Dis: Need proof of purchase from student,False
Psychopathology: Foundations for a contemporary understanding,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Psychopathology: Foundations for a contemporary understanding,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"The Musicians Guide to Theory & Analysis Total Access Card (eBook, workbook & the anthology)",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
KINESIOLOGY,Completed - 04 Dis: Need proof of purchase from student,False
Psychopathology: Foundations for a contemporary understanding,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Psychopathology: Foundations for a contemporary understanding,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Psychopathology: Foundations for a contemporary understanding,Completed - 04 Dis: Complete (Available at Bookshare.org),False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
ESP 101,Completed - 04 Dis: Need proof of purchase from student,False
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Maternal-newborn and Women's Health Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Introduction to Interdisciplinary Studies,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Special Education Law Case Studies A Review from Practitioners,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Keywords for Disability Studies,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Wong's Essentials of Pediatric Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Nursing for Wellness in Older Adults,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Foundations of Maternal-newborn and Women's Health Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Fashion and Cultural Studies,Completed - 04 Dis: Need proof of purchase from student,False
Gen Combo LL Wardlaw's Contemporary Nutrition; Connect Access Card,Completed - 04 Dis: Need proof of purchase from student,False
Constitutional Law for a Changing America,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Essential Environment,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Maternal-newborn and Women's Health Nursing,Completed - 04 Dis: Need proof of purchase from student,False
ACSM's Guidelines for Exercise Testing and Prescription,Completed - 04 Dis: Need proof of purchase from student,False
"Educational Psychology: Reflection for Action, 3rd Edition",Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,False
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
"Exceptional Lives Practice, Progress, & Dignity in Today's Schools",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,False
Clinical Reasoning Cases in Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition,Completed - 04 Dis: Need proof of purchase from student,False
"Lewis's Medical-Surgical Nursing: Assessment and Management of Clinical Problems, Single Volume 11th Edition",Completed - 04 Dis: Need proof of purchase from student,False
Top Hat 4 Month Subscription,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Miami University OH - Connect AC Human Biology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,False
Clinical Reasoning Cases in Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Connect Master Principles of Economics 1-Semester Online Access,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Clinical Reasoning Cases in Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Lifespan Development,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Applied Biomechanics: Concepts and Connections,Completed - 04 Dis: Need proof of purchase from student,False
Developing the Public Relations Campaign : A Team-Based Approach,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Public Relations Campaigns,Completed - 04 Dis: Need proof of purchase from student,False
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Need proof of purchase from student,False
Mass Media Research: An Introduction,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Positive Behavioral Supports for the Classroom,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Non-Designer's Design Book,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Wong's Essentials of Pediatric Nursing,Completed - 04 Dis: Need proof of purchase from student,False
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Criminalistics: An Introduction to Forensic Science,Completed - 00 Order Fullfilled,False
Criminal Evidence,Completed - 00 Order Fullfilled,False
Conceptual Physical Science,Completed - 00 Order Fullfilled,False
LaunchPad for Media & Culture (1-Term Access) An Introduction to Mass Communication,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Introduction to International and Global Studies,Completed - 04 Dis: Complete (Available at Bookshare.org),False
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Keywords for Disability Studies,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Exploring Art,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Strategic Management - MGT 495,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
They Can Live in the Desert but Nowhere Else,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Girl With All the Gifts,Completed - 04 Dis: Complete (Available at Bookshare.org),False
In the Break,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Operations and Supply Chain Management,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
RUNNING LEAN,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Logistics Management Access Code,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"We The People, The Citizen and Constitution",Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Essential Environment: The Science Behind the Stories, 6th edition",Completed - 04 Dis: Need proof of purchase from student,False
"Essential Environment: The Science Behind the Stories, 6th edition",Completed - 04 Dis: Need proof of purchase from student,False
Essential Environment,Completed - 04 Dis: Need proof of purchase from student,False
Your House Will Pay,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Little Fires Everywhere,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Coddling of the American Mind,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Taming of the Shrew,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Handbook of Child Life,Completed - 04 Dis: Complete (Available at Bookshare.org),False
How to Hide an Empire,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Writing Empirical Research Reports : A Basic Guide for Students of the Social and Behavioral Sciences,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Mafia Movies,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Pharmacology and the Nursing Process,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Fashionopolis,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Influence, New and Expanded: The Psychology of Persuasion",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Latin for the New Millennium Level 2 Second Edition Student Textbook,Hold: Supervisor Needs to Review,False
The World: A Brief Introduction,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Invisible Women: Data Bias in a World Designed for Men,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Prioritizing Development,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Physics For Scientists And Engineers,Completed - 00 Order Fullfilled,False
Dead Aid Why Aid Is Not Working and How There Is a Better Way for Africa,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Animal Behavior,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Media Politics,Completed - 04 Dis: Need proof of purchase from student,False
How America Lost Its Mind,Hold: Supervisor Needs to Review,False
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
KINESIOLOGY,Completed - 04 Dis: Need proof of purchase from student,False
KINESIOLOGY,Completed - 04 Dis: Need proof of purchase from student,False
Multiplication Is for White People,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Conscious Closet,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Memoirs of an Imaginary Friend A Novel,Completed - 04 Dis: Complete (Available at Bookshare.org),False
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,False
Picture Inclusion!,Completed - 04 Dis: Need proof of purchase from student,False
Social Psychology Paperback + Digital Product License Key Folder  with Ebook and InQuizitive,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Child Psychopathology, Third Edition",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Loose Leaf for M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,False
Campbell Biology,Completed - 04 Dis: Need proof of purchase from student,False
Fundamentals Of Nursing,Completed - 00 Order Fullfilled,False
Loose Leaf for M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,False
Loose Leaf for M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,False
